Post_ID,Platform,Content_Type,Likes,Comments,Shares,Saves,Followers,Ad_Spend,Impressions,Reach,Post_Hour,Day,Total_Engagement,Engagement_Rate (%),CTR (%),Cost_Per_Engagement
1503,YouTube,Video,13459,255,518,337,177015,34599,110433,231218,10,Sat,14569,8.230375956839815,13.192614526454955,2.3748369826343607
1504,LinkedIn,Carousel,19118,2244,313,265,67559,1821,204665,240232,14,Wed,21940,32.47531787030595,10.71995700290719,0.08299908842297174
1505,LinkedIn,Image,2868,875,123,802,160075,34584,196670,221171,23,Wed,4668,2.9161330626268933,2.3735190928967307,7.408740359897172
1506,LinkedIn,Image,5402,2097,1547,1378,158573,48646,255357,253589,13,Sat,10424,6.573628549626985,4.082128157833934,4.666730621642364
1507,Twitter,Carousel,13846,610,771,359,36092,49243,275243,297256,17,Thu,15586,43.184085115815144,5.662632655508042,3.159437957141024
1508,YouTube,Reel,1311,971,1000,1013,34768,36200,115159,177589,19,Tue,4295,12.353313391624482,3.7296259953629325,8.428405122235157
1509,Twitter,Video,15545,1451,977,216,39604,18353,375026,82935,0,Mon,18189,45.92717907282093,4.850063728914796,1.00901643850679
1510,Twitter,Video,15915,2066,920,320,92824,48250,23097,243393,0,Mon,19221,20.7069292424373,83.2185998181582,2.5102752198116645
1511,LinkedIn,Reel,1260,2407,482,849,51760,18768,71719,218331,10,Sat,4998,9.656105100463678,6.968864596550425,3.7551020408163267
1512,LinkedIn,Carousel,7141,2141,1442,718,11476,36447,447582,292190,23,Sat,11442,99.7037295224817,2.5564030725096183,3.185369690613529
1513,Instagram,Video,18867,542,591,991,134416,29184,414679,88910,19,Tue,20991,15.61644447089632,5.061987706153434,1.390310132914106
1514,Instagram,Carousel,10946,998,355,1235,103138,49754,50094,197031,5,Wed,13534,13.122224592293819,27.01720764961872,3.6762228461652136
1515,Twitter,Carousel,5976,2052,1534,952,112620,16811,359740,266340,4,Tue,10514,9.335819570236193,2.922666370156224,1.5989157314057447
1516,YouTube,Image,12989,367,199,1226,121070,26595,17696,239343,12,Sun,14781,12.208639629966136,83.52735081374321,1.7992693322508626
1517,LinkedIn,Reel,13982,387,1215,716,80498,26032,271498,52945,9,Tue,16300,20.24895028447912,6.003727467605654,1.5970552147239263
1518,LinkedIn,Carousel,14838,2229,1478,984,33439,40966,412128,149585,5,Sun,19529,58.4018660845121,4.738576364624582,2.097700855138512
1519,Twitter,Text,1195,1058,500,895,8400,39031,177420,122751,3,Fri,3648,43.42857142857143,2.0561379776800814,10.699287280701755
1520,Instagram,Reel,6001,402,519,1176,94976,17757,226969,41626,3,Fri,8098,8.526364555256064,3.567888125691174,2.1927636453445296
1521,YouTube,Video,8315,1136,700,1452,134418,41600,285024,34243,6,Wed,11603,8.632028448570876,4.070885258785225,3.5852796690511073
1522,Instagram,Image,13011,711,1875,286,29610,11954,109061,279887,15,Thu,15883,53.640661938534286,14.563409468095836,0.7526285966127306
1523,Instagram,Video,14223,1443,277,756,56356,29793,344440,282972,0,Mon,16699,29.631272624032935,4.848159331088143,1.7841188095095515
1524,Instagram,Video,1179,2606,884,1344,165647,37930,71304,709,8,Fri,6013,3.630008391338207,8.432906989790194,6.307999334774655
1525,Instagram,Reel,12610,793,56,1459,24728,26806,24951,10300,18,Wed,14918,60.32837269492074,59.78918680614004,1.7968896634937659
1526,LinkedIn,Video,19331,1838,267,495,122702,23224,165238,66249,19,Sat,21931,17.873384296914477,13.272370762173349,1.058957639870503
1527,LinkedIn,Carousel,18444,2389,1396,1172,34067,29236,376692,290651,14,Tue,23401,68.69110869756656,6.212237053083156,1.2493483184479295
1528,Instagram,Video,1573,2851,137,541,50262,3811,187854,159947,8,Sun,5102,10.15080975687398,2.715938973883974,0.7469619756958056
1529,YouTube,Image,4988,2706,998,634,6628,30368,455146,128896,20,Fri,9326,140.7060953530477,2.0490128442302034,3.25627278576024
1530,Twitter,Image,5079,992,1253,1349,110068,36074,149503,122464,19,Tue,8673,7.8796743831086244,5.801221380172973,4.159345093969791
1531,YouTube,Text,1312,2600,314,938,80057,32719,281470,187724,21,Tue,5164,6.450404087087949,1.8346537819305786,6.335979860573199
1532,YouTube,Image,9101,1052,1601,1052,109049,8637,159778,223519,0,Fri,12806,11.74334473493567,8.014870633003293,0.6744494768077464
1533,YouTube,Video,13348,1181,1905,1282,161452,12133,296151,50512,0,Sun,17716,10.972920744245968,5.982083464178746,0.6848611424700836
1534,Instagram,Image,519,2548,20,697,64853,46986,224542,217539,15,Wed,3784,5.834733936749264,1.685208112513472,12.417019027484145
1535,LinkedIn,Reel,15708,2340,1769,74,164995,28871,40232,215125,4,Sat,19891,12.055516833843448,49.440743686617616,1.4514604595042984
1536,YouTube,Image,3759,871,199,497,39058,27571,34439,97989,20,Sun,5326,13.636130882277639,15.465025116873313,5.176680435598948
1537,Instagram,Carousel,5383,1886,1791,1439,61162,41472,491976,210963,8,Mon,10499,17.16588731565351,2.1340471892937867,3.950090484808077
1538,YouTube,Reel,10815,1845,1471,721,99416,48653,314915,259797,0,Wed,14852,14.939245191920817,4.716193258498325,3.2758551036897385
1539,YouTube,Text,16265,1708,307,1363,198466,1401,418519,26826,18,Thu,19643,9.897413158928986,4.693454777441406,0.07132311765005346
1540,Instagram,Carousel,1440,122,1076,307,155042,10004,36229,201383,15,Sun,2945,1.8994853007572143,8.128847056225675,3.396943972835314
1541,LinkedIn,Video,14905,1695,1775,703,43891,33313,225577,54037,2,Sun,19078,43.466769952837716,8.457422520913036,1.7461473949051263
1542,LinkedIn,Video,10684,1632,1149,883,141002,35301,451961,58329,3,Sun,14348,10.17574218805407,3.1746101986675845,2.460342904934486
1543,Twitter,Video,14880,1432,1527,1264,171390,34777,314402,10052,11,Thu,19103,11.145924499679094,6.075979160437911,1.8204993980003141
1544,Instagram,Carousel,5237,871,836,252,55107,28008,283676,15985,6,Mon,7196,13.05823216651242,2.5366967949350667,3.8921623123957754
1545,Twitter,Carousel,17845,2667,566,935,66953,5901,231463,177685,14,Sun,22013,32.87828775409616,9.51037530836462,0.26806886839594785
1546,Twitter,Carousel,691,1942,1497,1243,113433,4085,335456,139177,22,Sat,5373,4.73671682843617,1.601700372030907,0.760282895961288
1547,Twitter,Reel,626,517,45,396,54108,2215,141406,100103,14,Sun,1584,2.927478376580173,1.1201787760066757,1.3983585858585859
1548,LinkedIn,Reel,7955,1677,1484,985,37574,48809,382213,81889,4,Thu,12101,32.205780592963215,3.1660356921402464,4.033468308404264
1549,Instagram,Video,10795,475,538,1359,110287,15763,125945,156329,22,Tue,13167,11.938850453815952,10.45456349994045,1.1971595655806182
1550,Twitter,Image,1392,2881,375,1052,145929,2184,169964,45365,1,Thu,5700,3.906009086610612,3.353651361464781,0.3831578947368421
1551,Instagram,Video,18138,2666,1210,493,159585,10354,29484,63311,11,Fri,22507,14.103455838581318,76.33631800298467,0.46003465588483583
1552,Instagram,Text,16671,1131,521,958,105434,34043,29831,8837,18,Sun,19281,18.28726976117761,64.6341054607623,1.765624189616721
1553,LinkedIn,Reel,19242,299,661,1177,28593,9504,242527,235039,22,Tue,21379,74.77004861329696,8.815100999064022,0.44454838860564105
1554,Twitter,Carousel,8725,2925,1897,991,93219,3523,247156,78170,4,Sun,14538,15.595533099475428,5.8821149395523475,0.24233044435273077
1555,Twitter,Reel,6531,1772,594,1254,107044,8707,155737,234470,22,Wed,10151,9.483016329733568,6.51804002902329,0.857748005122648
1556,Instagram,Carousel,16026,2839,235,101,154956,21167,292349,214294,2,Sat,19201,12.391259454296703,6.567835019103879,1.1023905004947658
1557,YouTube,Text,11804,2219,813,826,63986,33787,248315,53602,23,Mon,15662,24.47722939392992,6.307311278013813,2.157259609245307
1558,LinkedIn,Text,537,2681,1376,176,141379,25871,335734,280346,5,Fri,4770,3.373909845167953,1.4207676315178088,5.423689727463312
1559,LinkedIn,Reel,10880,1876,483,983,17904,23982,175540,16859,12,Fri,14222,79.43476318141197,8.101857126580835,1.686260722823794
1560,LinkedIn,Carousel,17316,726,1237,926,110071,1049,129609,295158,19,Mon,20205,18.356333639196517,15.58919519477814,0.05191784211828755
1561,LinkedIn,Text,9088,1410,679,231,99714,13381,262736,234502,14,Thu,11408,11.44072046051708,4.342001096157359,1.1729488078541375
1562,Twitter,Video,9053,576,1708,11,196620,2340,455941,24453,3,Mon,11348,5.771539009256434,2.488918522352673,0.2062037363412055
1563,Twitter,Video,5894,1483,282,1209,149654,42217,460780,192977,19,Mon,8868,5.925668542103786,1.924562698033769,4.760599909788001
1564,YouTube,Carousel,3674,1003,1777,760,62965,48390,404584,204506,6,Thu,7214,11.457158738981974,1.7830660629189488,6.707790407540893
1565,LinkedIn,Reel,16401,1150,1716,931,106448,35753,284579,38726,21,Sun,20198,18.974522771681947,7.097501923894595,1.77012575502525
1566,LinkedIn,Text,784,1997,57,265,144097,12061,214662,2552,17,Wed,3103,2.1534105498379565,1.4455283189386106,3.8868836609732518
1567,Instagram,Reel,4333,2653,1889,1158,185516,5705,115426,263429,20,Sat,10033,5.408158865003557,8.692149082529067,0.5686235423103757
1568,Twitter,Video,17061,2003,1038,756,177686,24014,431578,236855,20,Mon,20858,11.738685096180903,4.832961828452794,1.1513088503212197
1569,LinkedIn,Text,13097,1819,1686,1054,180016,33473,212219,198743,21,Thu,17656,9.808017065149764,8.319707471998266,1.8958427729950158
1570,YouTube,Reel,8107,1214,1767,455,197259,28147,407610,145844,6,Fri,11543,5.851697514435336,2.8318736046711317,2.4384475439660402
1571,YouTube,Image,16711,968,752,258,89724,2484,101159,273135,11,Mon,18689,20.829432481833177,18.474876185015667,0.13291240836855905
1572,Twitter,Carousel,2428,1726,468,1127,12604,1745,391261,73481,10,Sat,5749,45.6125039669946,1.469351660400602,0.30353104887806576
1573,YouTube,Carousel,19215,1022,758,430,163362,22148,115623,295696,23,Sun,21425,13.115045114530918,18.530050249517828,1.0337456242707117
1574,YouTube,Image,9119,1828,1845,1405,186845,16216,97284,130172,11,Sun,14197,7.598276646418155,14.593355536367747,1.1422131436218919
1575,Twitter,Video,16914,1320,587,468,12871,32547,491476,240078,14,Mon,19289,149.86403542848262,3.924708429302753,1.6873347503758618
1576,LinkedIn,Text,9355,484,162,1230,107318,41929,381261,133985,7,Sun,11231,10.465159619076017,2.9457510734116523,3.7333273973822454
1577,LinkedIn,Carousel,18193,627,23,646,81981,46742,441969,72371,10,Wed,19489,23.772581451799805,4.409585287655922,2.3983785725280926
1578,YouTube,Image,5882,650,59,446,81574,22012,317572,50295,20,Wed,7037,8.626523156888224,2.2158754550149258,3.128037515986926
1579,YouTube,Image,1334,2319,1984,782,116376,777,175110,196379,17,Fri,6419,5.515742077404276,3.6656958483239106,0.12104689203925845
1580,LinkedIn,Video,5305,171,1755,1112,116358,9525,450354,122499,9,Wed,8343,7.170112927344919,1.8525426664357372,1.141675656238763
1581,Twitter,Video,1520,2013,1996,194,139577,43077,486334,64894,7,Sun,5723,4.1002457424933905,1.1767632943614883,7.526996330595841
1582,YouTube,Reel,17252,1992,725,1437,177550,43348,211205,93390,5,Sat,21406,12.056322162771052,10.13517672403589,2.025039708492946
1583,Instagram,Carousel,9696,2238,1049,1145,89605,3114,10880,70843,2,Fri,14128,15.766977289213772,129.85294117647058,0.22041336353340885
1584,Twitter,Reel,19588,734,1310,461,150490,45173,415031,138096,19,Sun,22093,14.680709681706425,5.323216819948389,2.0446747838681936
1585,YouTube,Image,4455,478,765,1139,21411,35704,476705,15765,11,Mon,6837,31.932184391200785,1.4342203249389036,5.222173467895276
1586,YouTube,Text,19789,1819,1568,195,103569,20494,351520,206772,16,Thu,23371,22.565632573453446,6.648554847519344,0.8768987206366865
1587,Instagram,Text,18022,30,1023,35,14498,1345,210494,30330,2,Wed,19110,131.81128431507793,9.07864357178827,0.07038199895342752
1588,Instagram,Video,17815,269,1963,66,61257,2041,444514,79638,19,Fri,20113,32.83379858628402,4.524716881807997,0.10147665688857953
1589,LinkedIn,Text,8361,2523,1445,644,192130,14330,471718,284921,17,Wed,12973,6.75219903190548,2.750160053252155,1.1046018654127805
1590,Twitter,Text,13865,1149,812,1304,91995,13198,419656,89761,11,Wed,17130,18.620577205282896,4.081914711096708,0.7704611792177466
1591,Twitter,Text,6044,1446,727,1034,158275,40272,138586,97214,21,Tue,9251,5.844890222713631,6.675277445052171,4.353259107123554
1592,LinkedIn,Image,7226,546,289,321,98566,9747,300812,172137,23,Mon,8382,8.503946594160258,2.786457987048389,1.1628489620615605
1593,Twitter,Text,16964,961,1560,239,120498,17073,308513,234312,15,Wed,19724,16.368736410562832,6.393247610311397,0.8655952139525451
1594,Twitter,Text,5363,2823,1560,1016,91596,30286,50179,254572,21,Thu,10762,11.74942137211232,21.44721895613703,2.8141609366288796
1595,Twitter,Text,15400,1989,515,1083,51917,28028,262274,54322,9,Sat,18987,36.57183581485833,7.239375614815041,1.4761679043556117
1596,Twitter,Reel,2893,1850,1870,649,130154,26110,311213,2420,18,Tue,7262,5.57954423221722,2.3334500808128196,3.595428256678601
1597,Twitter,Image,2992,1866,1026,561,25930,23440,202957,141448,8,Fri,6445,24.855379868877748,3.1755495006331387,3.6369278510473233
1598,Instagram,Video,1298,2991,1424,164,84029,32887,262668,271804,13,Fri,5877,6.9940139713670275,2.237425190735072,5.595882252850093
1599,Twitter,Reel,18856,860,124,830,18638,38937,329709,32206,19,Thu,20670,110.90245734520872,6.269164626989254,1.8837445573294629
1600,Instagram,Carousel,18376,1981,101,188,10724,38600,466368,200916,13,Thu,20646,192.52144722118612,4.426976121860848,1.8696115470309018
1601,Twitter,Image,1983,1290,124,91,70738,47417,297908,169078,21,Sat,3488,4.930871667279256,1.1708312633430455,13.594323394495413
1602,LinkedIn,Image,897,1201,1565,288,103705,12246,444709,23379,3,Mon,3951,3.809845234077431,0.8884461524277674,3.099468488990129
1603,YouTube,Carousel,8309,542,1181,1098,138099,27428,420040,261127,14,Thu,11130,8.05943562227098,2.6497476430816116,2.4643306379155434
1604,Instagram,Carousel,8335,2072,1273,1451,150879,1613,196616,247364,19,Fri,13131,8.703000417553138,6.678500223786467,0.12283908308582743
1605,Twitter,Carousel,16638,2107,1800,1408,98962,48343,224320,152345,1,Mon,21953,22.18326226228249,9.786465763195435,2.202113606340819
1606,LinkedIn,Video,15357,313,1544,1076,68109,7623,311605,4384,17,Thu,18290,26.854013419665534,5.869610564657178,0.4167851284855112
1607,YouTube,Text,8150,425,397,174,46849,35801,412687,99536,1,Thu,9146,19.522295032978292,2.2162074405057584,3.914388803848677
1608,Instagram,Image,6047,314,1171,473,5178,5659,419472,215073,17,Sun,8005,154.59636925453844,1.9083514513483617,0.7069331667707682
1609,YouTube,Text,9717,2253,1532,1384,10817,45023,34142,32303,7,Fri,14886,137.61671443098825,43.60025774705641,3.024519682923552
1610,LinkedIn,Text,1992,822,798,269,77721,29653,45329,151635,9,Mon,3881,4.9935023996088574,8.56184782368903,7.64055655758825
1611,Instagram,Carousel,3524,2857,1875,406,130762,12080,135117,282880,19,Tue,8662,6.624248634924519,6.410740321351126,1.3945970907411682
1612,YouTube,Video,9550,2445,1886,1147,8984,11976,146800,213815,3,Tue,15028,167.27515583259128,10.237057220708447,0.7969124301304232
1613,Twitter,Reel,13518,2814,224,693,69096,43586,30713,71217,9,Sat,17249,24.96381845548223,56.161885846384266,2.5268711229636502
1614,Instagram,Video,2115,1994,843,375,91941,15718,80374,228670,9,Mon,5327,5.79393306577044,6.627765197700749,2.950628871785245
1615,YouTube,Text,4933,2512,164,1415,92432,9341,23659,18984,2,Thu,9024,9.762852691708499,38.14193330233738,1.0351285460992907
1616,LinkedIn,Video,9994,722,1104,181,150707,47964,236325,226181,20,Thu,12001,7.963133762864366,5.07817624034698,3.9966669444212983
1617,LinkedIn,Carousel,16042,2762,615,35,114914,16296,493325,275924,3,Mon,19454,16.929181822928452,3.943444990624841,0.8376683458414722
1618,Instagram,Reel,9165,2905,1720,1235,167414,26285,400568,261464,22,Tue,15025,8.974757188765576,3.750923688362525,1.7494176372712147
1619,YouTube,Carousel,665,1691,643,133,59680,14134,498990,3254,9,Sat,3132,5.2479892761394105,0.6276678891360549,4.512771392081737
1620,Instagram,Reel,7512,1343,1060,864,115326,45009,351710,43886,6,Sun,10779,9.346548046407575,3.0647408376219043,4.175619259671584
1621,Instagram,Text,18502,184,781,923,134094,29337,99582,31865,21,Sun,20390,15.205751189464106,20.475587957663034,1.4387935262383522
1622,YouTube,Reel,10177,1099,338,689,12988,455,461157,161176,22,Wed,12303,94.7259008315368,2.6678549821427406,0.03698284971145249
1623,YouTube,Reel,10415,1426,1553,490,37070,7643,42747,2303,11,Fri,13884,37.45346641489075,32.47947224366622,0.5504897723998847
1624,Twitter,Reel,12934,1997,1468,840,102491,4620,204758,125407,6,Mon,17239,16.82001346459689,8.419207063948662,0.2679969835837346
1625,YouTube,Video,2414,2336,896,987,83132,8867,292767,139844,12,Sat,6633,7.978876966751672,2.2656241994487085,1.3368008442635309
1626,LinkedIn,Video,4512,767,944,1461,28659,25577,18716,228558,7,Wed,7684,26.811821766286332,41.05578114981834,3.3286048932847474
1627,Instagram,Text,3983,2420,356,838,80952,28647,205673,105710,12,Fri,7597,9.384573574463879,3.6937274216839353,3.770830591022772
1628,Instagram,Reel,11484,1782,1367,1069,155243,48894,406780,289761,0,Wed,15702,10.114465708598777,3.8600717832735136,3.1138708444784102
1629,LinkedIn,Image,10151,180,930,667,58778,25471,20531,218847,15,Wed,11928,20.293307019633197,58.097511080804644,2.135395707578806
1630,YouTube,Text,8316,1084,1428,1424,103113,5099,257297,176271,18,Fri,12252,11.882109918245032,4.761812224783033,0.41617695070192623
1631,LinkedIn,Reel,11795,1361,400,1019,191785,13887,41760,200096,18,Wed,14575,7.599655864640092,34.90181992337165,0.9527958833619211
1632,LinkedIn,Reel,8002,674,1230,431,27736,43314,4449,269848,20,Tue,10337,37.26925295644649,232.3443470442796,4.190190577537003
1633,Twitter,Video,13287,601,1990,1451,62781,48203,361880,63019,12,Sat,17329,27.602300058935025,4.788603957112855,2.7816377171215882
1634,LinkedIn,Text,17673,2988,534,747,109192,27669,254786,50886,6,Mon,21942,20.094878745695656,8.611933151743031,1.2610062893081762
1635,Instagram,Reel,12388,1178,1937,827,40126,59,296921,229623,14,Sun,16330,40.69680506404825,5.499779402602039,0.003612982241273729
1636,LinkedIn,Reel,14310,2331,1121,516,131734,12673,8279,16986,5,Sat,18278,13.874929782744013,220.7754559729436,0.6933471933471933
1637,Instagram,Text,6984,2565,1820,461,34652,22695,439025,146346,3,Sun,11830,34.1394436107584,2.694607368600877,1.9184277261200338
1638,Instagram,Image,19641,2420,362,965,10390,5531,6191,103716,21,Tue,23388,225.10105871029836,377.77418833790983,0.23648879767402087
1639,Instagram,Text,10659,1358,1424,180,91136,2764,337188,197854,22,Tue,13621,14.94579529494382,4.03958622489531,0.2029219587401806
1640,YouTube,Text,18225,857,832,144,70942,1794,245756,4191,19,Sun,20058,28.273801133320177,8.161753934797115,0.08944062219563266
1641,Twitter,Image,3788,2712,64,1288,58492,10721,268451,44945,10,Fri,7852,13.424057990836355,2.924928571694648,1.3653846153846154
1642,Instagram,Text,14214,2355,481,734,103300,5686,136288,157395,23,Fri,17784,17.215876089060988,13.04883775534163,0.3197255960413855
1643,Instagram,Reel,5469,503,1754,405,185289,47443,461117,101868,20,Fri,8131,4.38827993027109,1.7633268779940883,5.83482966424794
1644,YouTube,Text,12038,555,616,812,196405,29467,368244,198827,18,Wed,14021,7.138820294799013,3.8075297900305234,2.1016332643891307
1645,Instagram,Image,4123,2361,5,968,103531,37755,455959,182926,1,Wed,7457,7.202673595348254,1.635454064948822,5.063028027356846
1646,LinkedIn,Carousel,16082,1500,1583,954,116473,12888,403343,175068,16,Sun,20119,17.273531204656873,4.9880622695819685,0.6405884984343159
1647,LinkedIn,Text,17200,913,315,483,89104,39348,86438,276717,14,Mon,18911,21.223514095887953,21.8781091649506,2.080693776109143
1648,Twitter,Video,4067,2296,172,481,80969,13533,111283,196758,19,Wed,7016,8.665044646716645,6.304646711537251,1.9288768529076397
1649,Instagram,Reel,7523,2707,196,1260,132633,21916,429752,138756,17,Mon,11686,8.810778614673573,2.7192427260373426,1.8754064692794796
1650,YouTube,Reel,6550,1550,1062,338,194928,3553,263639,192401,11,Tue,9500,4.87359435278667,3.6034122417396515,0.374
1651,LinkedIn,Video,12313,893,1062,267,127439,8144,70128,264433,2,Mon,14535,11.405456728317077,20.726386036960985,0.5603027175782593
1652,YouTube,Video,3315,2467,1716,265,53481,42042,330912,292997,16,Mon,7763,14.51543538826873,2.3459409148051447,5.415689810640217
1653,YouTube,Text,490,2783,1445,527,33612,45207,455578,288984,13,Fri,5245,15.604545995477807,1.1512847415810246,8.61906577693041
1654,LinkedIn,Video,19521,2375,712,1115,92743,25509,41816,47843,5,Wed,23723,25.579289002943618,56.73187296728525,1.0752855878261602
1655,YouTube,Carousel,332,2582,1186,1271,146867,5437,413535,159505,3,Thu,5371,3.657050256354389,1.2988017942858525,1.0122882144851983
1656,LinkedIn,Image,19615,914,1785,1042,22564,24547,196367,228173,20,Thu,23356,103.51001595461797,11.894055518493433,1.0509933207741051
1657,YouTube,Video,7734,629,1528,871,53603,32518,343347,160830,7,Fri,10762,20.0772344831446,3.134438337891404,3.02155733135105
1658,LinkedIn,Video,11598,962,370,1413,178071,23830,14000,126377,19,Sat,14343,8.054652357767408,102.45,1.661437635083316
1659,Instagram,Carousel,11016,2858,1368,1411,105403,45045,138791,295671,21,Sat,16653,15.799360549509975,11.998616624997299,2.7049180327868854
1660,Twitter,Reel,333,2973,862,925,136585,8749,70981,187327,2,Sat,5093,3.728813559322034,7.1751595497386615,1.7178480267033183
1661,LinkedIn,Reel,1491,329,1363,1118,16324,46553,311085,178574,7,Tue,4301,26.347708894878707,1.3825803237057395,10.823761915833527
1662,LinkedIn,Text,11184,885,1611,429,20491,22349,101671,289006,12,Tue,14109,68.85461910106876,13.87711343450935,1.584024381600397
1663,Twitter,Carousel,9547,2386,331,794,84229,29289,470528,269896,18,Tue,13058,15.502974035071057,2.7751802230685527,2.2429928013478326
1664,LinkedIn,Image,14284,1910,118,940,39600,5915,40323,122418,14,Mon,17252,43.56565656565656,42.784515041043576,0.3428587989798284
1665,LinkedIn,Image,11982,762,801,1060,69179,28695,214897,197207,22,Sun,14605,21.111898119371485,6.796279147684705,1.9647381033892504
1666,YouTube,Carousel,14938,2714,923,1416,146944,9734,189392,201013,6,Wed,19991,13.604502395470384,10.555356086846329,0.4869191136011205
1667,Twitter,Image,17373,1389,1446,1314,179130,14703,143491,15590,2,Tue,21522,12.014737899849273,14.998850102096995,0.6831614162252578
1668,Instagram,Reel,8002,1047,1496,302,135047,22499,205508,35610,18,Thu,10847,8.032018482454257,5.278140023746034,2.074214068406011
1669,LinkedIn,Image,12979,80,1171,400,16358,21478,27403,74127,9,Mon,14630,89.43636141337572,53.38831514797649,1.4680792891319208
1670,Twitter,Image,17229,2884,613,822,76343,2382,29298,267668,15,Tue,21548,28.225246584493668,73.54768243566113,0.11054390198626322
1671,YouTube,Carousel,10011,2922,313,343,31503,30128,224764,274085,13,Tue,13589,43.13557438974066,6.045897029773451,2.2170873500625508
1672,Instagram,Carousel,527,1845,405,862,197866,25583,300509,243631,7,Sat,3639,1.8391234471814257,1.2109454292550306,7.030228084638637
1673,Twitter,Image,831,2985,1348,517,57268,42241,352717,173883,10,Sat,5681,9.920025144932598,1.6106396913105976,7.435486710086252
1674,Instagram,Video,899,1556,216,1400,52905,37126,440449,116553,18,Wed,4071,7.694924865324639,0.9242840828336538,9.119626627364283
1675,Instagram,Carousel,7125,115,321,164,67668,41080,464761,77390,1,Wed,7725,11.416031211207661,1.6621446291749953,5.317799352750809
1676,Instagram,Text,14581,779,189,1036,158306,46799,73771,162958,4,Mon,16585,10.47654542468384,22.481734014721233,2.8217666566174255
1677,LinkedIn,Text,7724,2019,1233,24,192822,28692,485843,272346,10,Thu,11000,5.704743234693137,2.264105894290954,2.608363636363636
1678,LinkedIn,Reel,15061,2950,1392,1146,167047,32907,450576,226638,6,Fri,20549,12.301328368662713,4.560606867653847,1.6013917952211787
1679,YouTube,Image,19022,2253,1244,128,93104,7644,325110,105211,7,Sat,22647,24.324411410895344,6.96594998615853,0.33752814942376475
1680,YouTube,Video,8332,2202,250,816,33106,34583,39056,112395,16,Thu,11600,35.03896574639038,29.7009422367882,2.9812931034482757
1681,Twitter,Reel,3467,1383,243,1017,63438,37069,320109,290406,11,Sun,6110,9.631451180680349,1.90872484060117,6.066939443535189
1682,YouTube,Image,13362,2528,1833,594,53397,45098,375762,134811,17,Sat,18317,34.30342528606476,4.874628089056371,2.462084402467653
1683,Instagram,Carousel,5329,1719,1419,1332,186582,15185,498656,247529,6,Wed,9799,5.251846373176406,1.9650821407944556,1.5496479232574754
1684,Instagram,Text,18899,225,524,435,172496,40053,65237,13067,8,Wed,20083,11.64258881365365,30.784677406992966,1.9943733505950305
1685,LinkedIn,Video,13847,1126,1618,181,185531,41988,143267,86237,18,Fri,16772,9.03999870641564,11.706813153063859,2.5034581445265918
1686,Instagram,Text,19433,269,1864,615,56275,10446,255063,7357,13,Thu,22181,39.415370946246114,8.696282879131822,0.4709436003787025
1687,Twitter,Carousel,4361,943,281,743,59034,23162,433590,58586,23,Thu,6328,10.71924653589457,1.4594432528425472,3.6602402022756007
1688,Instagram,Image,3566,584,1985,42,152089,14150,326683,294914,18,Fri,6177,4.0614377108140625,1.890823826155631,2.2907560304354866
1689,Instagram,Carousel,13885,1574,1010,403,84372,41304,158320,120571,19,Wed,16872,19.997155454416156,10.65689742294088,2.4480796586059745
1690,Twitter,Carousel,3188,1820,206,604,84722,29837,183526,2512,17,Mon,5818,6.867165553221123,3.170123034338459,5.128394637332416
1691,YouTube,Text,13115,294,218,655,39432,36003,420442,59549,14,Thu,14282,36.219314262527895,3.396901356191817,2.520865425010503
1692,YouTube,Video,1215,2541,610,262,158829,1387,254085,223130,20,Tue,4628,2.9138255608232755,1.8214377078536708,0.29969749351771824
1693,Twitter,Carousel,4678,1964,482,69,52188,12209,87315,85489,20,Thu,7193,13.78286196060397,8.237988890797686,1.6973446406228276
1694,LinkedIn,Text,2690,2429,512,660,133161,983,77202,39580,3,Sun,6291,4.724356230427828,8.148752622989042,0.1562549674137657
1695,Instagram,Video,7472,79,1103,1315,36116,47114,349059,234527,12,Thu,9969,27.6027245542142,2.855964177975643,4.726050757347778
1696,Twitter,Image,3673,388,673,1237,172788,32151,32709,66388,4,Sun,5971,3.4556797925781884,18.254914549512367,5.384525205158265
1697,Instagram,Image,3078,1312,669,871,63738,21803,115439,299790,11,Thu,5930,9.303712071291852,5.1369121354135086,3.67672849915683
1698,LinkedIn,Reel,10739,2359,1982,821,25456,19378,437066,229300,16,Wed,15901,62.464644877435575,3.638123304031885,1.2186654927363059
1699,Instagram,Text,9522,264,146,146,139706,7548,490570,116793,9,Tue,10078,7.213720241077692,2.054344945675439,0.7489581266124231
1700,Twitter,Video,10958,1717,1618,24,54366,39621,386144,261685,11,Sun,14317,26.334473751977338,3.7076841799950278,2.767409373472096
1701,Instagram,Carousel,5075,701,326,1346,131934,775,303681,298810,5,Thu,7448,5.645246865857171,2.4525735887329136,0.1040547798066595
1702,YouTube,Image,5025,1297,1722,1132,25856,21365,389125,134578,19,Mon,9176,35.488861386138616,2.3581111468037266,2.3283565823888406
1703,LinkedIn,Video,10886,843,465,692,65615,30707,195530,132576,19,Sat,12886,19.63880210317763,6.590293049659898,2.3829737699829274
1704,LinkedIn,Text,19914,2774,711,250,88126,49887,31949,137539,11,Sun,23649,26.83544016521798,74.02109612194435,2.1094760877838388
